p_cum,p_max,id_station,operateur,amenageur,longitude,latitude
44.0,22.0,FRS77E77053002,Bouygues E&S,Ecocharge77,2.614377,48.697565
272.0,100.0,FRPD1PGMVGAN,Power Dot France,Power Dot France,-0.399894,43.21977
672.0,200.0,FRPD1PMBRTHO,Power Dot France,Power Dot France,-0.197892,46.977049
1200.0,150.0,FRTSLP5432,Tesla,Tesla,49.737046,49.737046
572.0,200.0,FRPD1PMATMAD,Power Dot France,Power Dot France,3.074011,50.658144
46.0,24.0,FRS77E77156001,Bouygues E&S,Ecocharge77,2.73537311,48.2708816
394.0,100.0,FRPD1PSYUREI,Power Dot France,Power Dot France,4.085606,49.239995
1462.0,180.0,FRPD1PITMPSE,Power Dot France,Power Dot France,1.397205,49.00994
922.0,100.0,FRPD1PCORSMC,Power Dot France,Power Dot France,5.993398,49.197057
36.0,18.0,FRS77E77214001,Bouygues E&S,Ecocharge77,2.671611,48.965435
392.0,160.0,FRPD1PHOTCLS,Power Dot France,Power Dot France,1.837956,50.943912
1225.0,187.5,FRPD1PMRBALS,Power Dot France,Power Dot France,4.105347,44.133891
44.0,22.0,FRS77E77288002,Bouygues E&S,Ecocharge77,2.6534923,48.5263359
632.0,200.0,FRPD1PETXORL,Power Dot France,Power Dot France,1.911527,47.874699
1097.0,187.5,FRPD1PCORDRC,Power Dot France,Power Dot France,7.292158,47.740252
3000.0,250.0,FRTSLP33162,Tesla,Tesla,45.306378,45.306378
412.0,120.0,FRPD1PIBSQPR,Power Dot France,Power Dot France,-4.033201,47.979369
122.0,50.0,FRPD1PMBRCER,Power Dot France,Power Dot France,2.759275,42.501187
122.0,50.0,FRPD1PSKTLNN,Power Dot France,Power Dot France,-3.443907,48.733804
672.0,200.0,FRPD1PMONCHA,Power Dot France,Power Dot France,-1.049519,46.681569
512.0,120.0,FRPD1PIBSRDN,Power Dot France,Power Dot France,-2.064361,47.674174
572.0,100.0,FRPD1PITMISM,Power Dot France,Power Dot France,-1.098424,49.313098
547.0,187.5,FRPD1PMATNEU,Power Dot France,Power Dot France,5.692422,48.352668
262.0,120.0,FRPD1PLCBSTH,Power Dot France,Power Dot France,-1.640162,47.230244
36.0,18.0,FRS77E77070001,Bouygues E&S,Ecocharge77,3.124815,48.79105
672.0,200.0,FRPD1PBDMGRO,Power Dot France,Power Dot France,2.359229,48.98494
462.0,110.0,FRPD1PACCLMG,Power Dot France,Power Dot France,1.291012,45.888248
2000.0,250.0,FRTSLP29581,Tesla,Tesla,48.57439,48.57439
659.5,187.5,FRPD1PMATJAR,Power Dot France,Power Dot France,5.863113,49.166006
46.0,24.0,FRS77E77192001,Bouygues E&S,Ecocharge77,2.866713,48.706941
3000.0,250.0,FRTSLP30148,Tesla,Tesla,50.521625,50.521625
140.0,24.0,FRPD1PNOVBGL,Power Dot France,Power Dot France,2.416179,48.86333
3000.0,250.0,FRTSLP33179,Tesla,Tesla,49.200795,49.200795
350.0,24.0,FRPD1PVLYNCE,Power Dot France,Power Dot France,7.194802,43.704363
262.0,120.0,FRPD1PBUFSAI,Power Dot France,Power Dot France,4.966096,48.626646
672.0,200.0,FRPD1PDEGPSG,Power Dot France,Power Dot France,1.400234,43.534993
176.0,60.0,FRPD1PSYUMBR,Power Dot France,Power Dot France,7.329183,48.998371
172.0,100.0,FRPD1PSGLLDS,Power Dot France,Power Dot France,5.597787,43.38957
512.0,120.0,FRPD1PSPUREZ,Power Dot France,Power Dot France,-1.558997,47.177433
36.0,18.0,FRS77E77348001,Bouygues E&S,Ecocharge77,2.654417,48.243546
444.0,100.0,FRPD1PCORFOR,Power Dot France,Power Dot France,6.88303,49.174366
1200.0,150.0,FRTSLP1772,Tesla,Tesla,44.91912,44.91912
2000.0,250.0,FRTSLP7322,Tesla,Tesla,45.152098,45.152098
872.0,160.0,FRPD1PKFCNSM,Power Dot France,Power Dot France,2.520786,48.854187
122.0,50.0,FRPD1PITMILC,Power Dot France,Power Dot France,1.256011,48.304153
122.0,50.0,FRPD1PBRCBTC,Power Dot France,Power Dot France,7.425398,49.044085
952.17025,200.0,FRPD1PCAPSJB,Power Dot France,Power Dot France,1.98868,47.922826
172.0,100.0,FRPD1PSPRFTU,Power Dot France,Power Dot France,2.993399,42.894942
502.0,120.0,FRPD1PCFMHTN,Power Dot France,Power Dot France,-1.054281,45.186992
92.0,24.0,FRS77E77022002,Bouygues E&S,Ecocharge77,2.603382,48.44495
36.0,18.0,FRS77E77252001,Bouygues E&S,Ecocharge77,2.66521,48.62632
36.0,18.0,FRS77E77285001,Bouygues E&S,Ecocharge77,2.64036,48.542576
632.0,200.0,FRPD1PMATLUR,Power Dot France,Power Dot France,6.501788,47.678885
792.0,200.0,FRPD1PCHASAU,Power Dot France,Power Dot France,-0.063598,47.277921
694.0,150.0,FRPD1PNOVMPL,Power Dot France,Power Dot France,3.892475,43.58972
572.0,100.0,FRPD1PJAREVR,Power Dot France,Power Dot France,1.193197,49.015003
46.0,24.0,FRS77E77306001,Bouygues E&S,Ecocharge77,2.669444,48.592321
36.0,18.0,FRS77E77512001,Bouygues E&S,Ecocharge77,3.343021,48.861053
222.0,100.0,FRPD1PKFCNIM,Power Dot France,Power Dot France,4.349809,43.819103
3000.0,250.0,FRTSLP30246,Tesla,Tesla,48.093079,48.093079
1172.0,175.0,FRPD1PCORAVD,Power Dot France,Power Dot France,6.694049,49.111423
36.0,18.0,FRS77E77103001,Bouygues E&S,Ecocharge77,2.835017,48.529648
1097.0,187.5,FRPD1PSYUBTD,Power Dot France,Power Dot France,7.320834,47.726826
216.0,50.0,FRPD1PITMLSL,Power Dot France,Power Dot France,1.396225,43.454631
2000.0,250.0,FRTSLP29575,Tesla,Tesla,48.20083,48.20083
632.0,200.0,FRPD1PACCPPN,Power Dot France,Power Dot France,2.863807,42.685264
210.0,50.0,FRPD1PCORRNS,Power Dot France,Power Dot France,-1.767912,48.137314
44.0,22.0,FRS77E77389002,Bouygues E&S,Ecocharge77,2.655785,48.517753
3000.0,250.0,FRTSLP16456,Tesla,Tesla,47.499063,47.499063
524.0,120.0,FRPD1PITMLCL,Power Dot France,Power Dot France,-1.957678,47.362095
44.0,22.0,FRS77E77284004,Bouygues E&S,Ecocharge77,2.882553,48.967475
36.0,18.0,FRS77E77212001,Bouygues E&S,Ecocharge77,3.120485,48.398468
36.0,18.0,FRS77E77437001,Bouygues E&S,Ecocharge77,2.806383,49.039307
502.0,120.0,FRPD1PIBIAUR,Power Dot France,Power Dot France,-3.013352,47.662737
632.0,200.0,FRPD1PMATLQN,Power Dot France,Power Dot France,3.636118,50.249569
672.0,200.0,FRPD1PRTPAMB,Power Dot France,Power Dot France,1.015289,47.416967
672.0,200.0,FRPD1PSTOANG,Power Dot France,Power Dot France,-0.594141,47.466318
36.0,18.0,FRS77E77047001,Bouygues E&S,Ecocharge77,2.906949,48.882027
689.0,187.5,FRPD1PITMSMA,Power Dot France,Power Dot France,-1.997066,48.648777
732.0,180.0,FRPD1PCTKLAG,Power Dot France,Power Dot France,0.61759,48.764766
947.0,187.5,FRPD1PBOULIM,Power Dot France,Power Dot France,1.275304,45.805902
512.0,120.0,FRPD1PNTOBGR,Power Dot France,Power Dot France,-3.296041,48.621686
672.0,200.0,FRPD1PMBRBRE,Power Dot France,Power Dot France,-0.481346,46.832953
502.0,120.0,FRPD1PSPOSSD,Power Dot France,Power Dot France,-0.872116,46.226836
1072.0,150.0,FRPD1PCORCOU,Power Dot France,Power Dot France,2.944943,50.444741
672.0,200.0,FRPD1PSOMTLS,Power Dot France,Power Dot France,1.39683,43.613736
36.0,18.0,FRS77E77257001,Bouygues E&S,Ecocharge77,3.026891,49.025196
4000.0,250.0,FRTSLP16732,Tesla,Tesla,47.61295,47.61295
672.0,200.0,FRPD1PFLTBRG,Power Dot France,Power Dot France,2.370355,47.065916
36.0,18.0,FRS77E77282001,Bouygues E&S,Ecocharge77,2.581679,49.03389
294.0,100.0,FRPD1PZCFFMN,Power Dot France,Power Dot France,4.298296,45.390094
122.0,50.0,FRPD1PIBSDRX,Power Dot France,Power Dot France,1.36828,48.73089
872.0,160.0,FRPD1PRTPVIR,Power Dot France,Power Dot France,-0.87713,48.857369
632.0,200.0,FRPD1PITMMSB,Power Dot France,Power Dot France,5.309821,47.392844
44.0,22.0,FRPD1PKYRBEL,Power Dot France,Power Dot France,6.85706,47.628829
632.0,200.0,FRPD1PACTBER,Power Dot France,Power Dot France,0.451459,44.834772
1200.0,150.0,FRTSLP1774,Tesla,Tesla,45.586749,45.586749
44.0,22.0,FRPD1PBSWBLF,Power Dot France,Power Dot France,6.854427,47.633562
44.0,22.0,FRPD1PIBSMCN,Power Dot France,Power Dot France,4.82709,46.30356
122.0,50.0,FRPD1PCACSDS,Power Dot France,Power Dot France,0.961402,43.101934
244.0,50.0,FRPD1PCCALFL,Power Dot France,Power Dot France,4.344909,45.483403
1200.0,150.0,FRTSLP1767,Tesla,Tesla,45.74935,45.74935
272.0,100.0,FRPD1PMBRMOR,Power Dot France,Power Dot France,-0.950743,46.990728
432.0,120.0,FRPD1PBBFCOR,Power Dot France,Power Dot France,1.306337,43.660538
36.0,18.0,FRS77E77433001,Bouygues E&S,Ecocharge77,3.048279,48.758305
6500.0,250.0,FRTSLP34046,Tesla,Tesla,49.203953,49.203953
314.0,120.0,FRPD1PITMAFM,Power Dot France,Power Dot France,-1.411137,47.082818
44.0,22.0,FRPD1PMBRCSL,Power Dot France,Power Dot France,-0.761531,47.346497
672.0,200.0,FRPD1PITMARZ,Power Dot France,Power Dot France,-2.895545,47.546267
900.0,150.0,FRTSLP1749,Tesla,Tesla,45.69848,45.69848
36.0,18.0,FRS77E77191001,Bouygues E&S,Ecocharge77,2.951969,48.555733
36.0,18.0,FRS77E77116001,Bouygues E&S,Ecocharge77,3.219879,48.758823
36.0,18.0,FRS77E77227001,Bouygues E&S,Ecocharge77,3.349335,48.483391
748.0,188.0,FRPD1PMBRLLB,Power Dot France,Power Dot France,0.530555,49.521873
294.0,100.0,FRPD1PITMRBM,Power Dot France,Power Dot France,3.46585,49.801223
407.36,100.0,FRPD1PSYUSPT,Power Dot France,Power Dot France,3.488322,50.190512
892.17025,100.0,FRPD1PETXTHV,Power Dot France,Power Dot France,6.139362,49.357952
36.0,18.0,FRS77E77365001,Bouygues E&S,Ecocharge77,3.033389,48.713238
122.0,50.0,FRPD1PSCIMLM,Power Dot France,Power Dot France,1.555375,45.168752
502.0,120.0,FRPD1PBBFPRI,Power Dot France,Power Dot France,2.56819,48.520627
3000.0,250.0,FRTSLP29624,Tesla,Tesla,47.677358,47.677358
122.0,50.0,FRPD1PBCHPRN,Power Dot France,Power Dot France,2.253624,49.144543
122.0,50.0,FRPD1PSCIOBG,Power Dot France,Power Dot France,1.495654,45.149778
432.0,120.0,FRPD1PLPVCHO,Power Dot France,Power Dot France,-0.852299,47.069186
432.0,120.0,FRPD1PJARCOU,Power Dot France,Power Dot France,-1.428591,49.06997
172.0,100.0,FRPD1PSCICBG,Power Dot France,Power Dot France,1.48104,45.149153
572.0,100.0,FRPD1PJARDAD,Power Dot France,Power Dot France,2.255017,48.161991
1247.0,187.5,FRPD1PSYUMGR,Power Dot France,Power Dot France,2.458553,48.703188
272.0,100.0,FRPD1PLBCSJV,Power Dot France,Power Dot France,3.838774,43.568288
512.0,120.0,FRPD1PNETTOE,Power Dot France,Power Dot France,2.97839,42.605168
672.0,200.0,FRPD1PSOMDAN,Power Dot France,Power Dot France,6.861083,47.616818
36.0,18.0,FRS77E77302001,Bouygues E&S,Ecocharge77,2.69995,48.30003
1384.5,187.5,FRPD1PRPAAIG,Power Dot France,Power Dot France,0.645287,48.759955
588.0,100.0,FRPD1PMRCMEB,Power Dot France,Power Dot France,3.109816,50.679108
672.0,200.0,FRPD1PSYUPVG,Power Dot France,Power Dot France,-3.004327,47.772905
5000.0,250.0,FRTSLP17346,Tesla,Tesla,45.327236,45.327236
350.0,120.0,FRPD1PCINCON,Power Dot France,Power Dot France,-3.909477,47.898808
4000.0,250.0,FRTSLP9507,Tesla,Tesla,48.783822,48.783822
772.0,100.0,FRPD1PBOUEPN,Power Dot France,Power Dot France,6.476966,48.201706
502.0,120.0,FRPD1PPATLAN,Power Dot France,Power Dot France,-0.242827,44.544381
5000.0,250.0,FRTSLP28781,Tesla,Tesla,45.75317,45.75317
44.0,22.0,FRS77E77278001,Bouygues E&S,Ecocharge77,3.163473,48.7766
5000.0,250.0,FRTSLP16321,Tesla,Tesla,47.502319,47.502319
36.0,18.0,FRS77E77276001,Bouygues E&S,Ecocharge77,2.859685,48.926731
36.0,18.0,FRS77E77269001,Bouygues E&S,Ecocharge77,2.700226,48.548374
222.0,100.0,FRPD1PMBRART,Power Dot France,Power Dot France,2.871266,50.681994
36.0,18.0,FRS77E77159001,Bouygues E&S,Ecocharge77,3.139536,48.476547
36.0,18.0,FRS77E77322001,Bouygues E&S,Ecocharge77,2.603089,49.064533
90.0,24.0,FRS77E77060001,Bouygues E&S,Ecocharge77,2.430137,48.28693
264.0,60.0,FRPD1PPCLMSC,Power Dot France,Power Dot France,1.118748,44.119175
36.0,18.0,FRS77E77339001,Bouygues E&S,Ecocharge77,2.496094,48.373798
344.0,100.0,FRPD1PSYUCVG,Power Dot France,Power Dot France,6.410293,48.262011
2000.0,250.0,FRTSLP33157,Tesla,Tesla,43.664461,43.664461
46.0,24.0,FRS77E77288001,Bouygues E&S,Ecocharge77,2.660073044713312,48.539630187088285
672.0,200.0,FRPD1PMATMRG,Power Dot France,Power Dot France,6.645092,48.924487
502.0,120.0,FRPD1PCNVVSS,Power Dot France,Power Dot France,-1.626484,48.064827
58.0,22.0,FRS77E77173001,Bouygues E&S,Ecocharge77,2.9343931093918036,49.03183264226434
